sample_id,kind,modality,start_index,end_index_exclusive,delta_target_probability,delta_score
15,modality,vision,-1,-1,-0.037291526794433594,0.011175215244293213
15,window,text,1,5,0.1633419394493103,0.24105572700500488
15,window,text,5,9,0.06759583950042725,0.05575186014175415
15,window,text,9,13,-0.012105107307434082,0.002658665180206299
15,window,text,13,17,0.04977923631668091,0.05254924297332764
15,window,text,17,21,0.10297900438308716,0.15415358543395996
15,window,text,21,22,0.05926746129989624,0.0822417140007019
15,window,audio,1,5,0.013399839401245117,0.03151857852935791
15,window,audio,5,9,-0.0037633776664733887,0.001493692398071289
15,window,audio,9,13,0.014072597026824951,0.020265638828277588
15,window,audio,13,17,0.0257871150970459,0.03533649444580078
15,window,audio,17,21,0.05651867389678955,0.08735710382461548
15,window,audio,21,22,0.005467832088470459,0.010247468948364258
15,window,vision,1,5,-0.028704345226287842,-0.049825847148895264
15,window,vision,5,9,0.0018202662467956543,0.05695223808288574
15,window,vision,9,13,-0.013849973678588867,-0.012921392917633057
15,window,vision,13,17,-0.024274826049804688,-0.027344703674316406
15,window,vision,17,21,0.021602153778076172,0.037651658058166504
15,window,vision,21,22,0.007751405239105225,0.012502491474151611
16,modality,text,-1,-1,0.5676024556159973,-2.327889919281006
16,modality,audio,-1,-1,1.0132789611816406e-05,-0.018207311630249023
16,modality,vision,-1,-1,0.0004019737243652344,-0.03085780143737793
16,window,text,1,5,0.0005568861961364746,-0.03345751762390137
16,window,text,5,9,0.005160808563232422,-0.3130779266357422
16,window,text,9,12,0.0036875009536743164,-0.24699783325195312
16,window,audio,1,5,-1.6987323760986328e-05,-0.0016207695007324219
16,window,audio,5,9,-7.677078247070312e-05,-0.0015668869018554688
16,window,audio,9,12,9.936094284057617e-05,-0.013875961303710938
16,window,vision,1,5,6.80088996887207e-05,-0.009401559829711914
16,window,vision,5,9,0.000274658203125,-0.018702983856201172
16,window,vision,9,12,3.421306610107422e-05,-0.0018832683563232422
17,modality,text,-1,-1,0.7464371919631958,1.4949524402618408
17,modality,audio,-1,-1,-0.0036135315895080566,-0.04583001136779785
17,modality,vision,-1,-1,0.014632999897003174,0.12236893177032471
17,window,text,1,5,-0.0033930540084838867,-0.0755472183227539
17,window,text,5,9,0.009792029857635498,-0.011548280715942383
17,window,text,9,13,0.03522700071334839,0.30594325065612793
17,window,text,13,17,0.034336209297180176,0.3502535820007324
17,window,text,17,21,0.0059928297996521,0.06589722633361816
17,window,text,21,25,9.679794311523438e-05,0.027582645416259766
17,window,audio,1,5,0.00024020671844482422,0.008527398109436035
17,window,audio,5,9,-0.001329958438873291,-0.011566877365112305
17,window,audio,9,13,-0.001859903335571289,-0.028851866722106934
17,window,audio,13,17,-0.0004439353942871094,-0.006131291389465332
17,window,audio,17,21,3.4928321838378906e-05,-0.0021109580993652344
17,window,audio,21,25,-0.00023359060287475586,-0.0027883052825927734
17,window,vision,1,5,0.00029790401458740234,0.00402069091796875
17,window,vision,5,9,0.0016275644302368164,-0.005360126495361328
17,window,vision,9,13,0.006101489067077637,0.07738566398620605
17,window,vision,13,17,0.002987086772918701,0.03679060935974121
17,window,vision,17,21,0.0004908442497253418,0.001546621322631836
17,window,vision,21,25,-0.0004112720489501953,-0.006981849670410156
18,modality,text,-1,-1,0.14612752199172974,-0.41931459307670593
18,modality,audio,-1,-1,-0.01904892921447754,-0.06378546357154846
18,modality,vision,-1,-1,0.10336261987686157,-0.2117605209350586
18,window,text,1,5,-0.019193947315216064,-0.0036861300468444824
18,window,text,5,9,-0.04596292972564697,0.03336519002914429
18,window,text,9,13,0.05793732404708862,-0.09976178407669067
18,window,text,13,17,0.0038124918937683105,0.004030764102935791
18,window,text,17,21,-0.04478687047958374,0.05984216928482056
18,window,text,21,25,-0.008226573467254639,-0.006726324558258057
18,window,text,25,29,0.05970168113708496,-0.12324702739715576
18,window,text,29,33,0.2224842607975006,-0.35029226541519165
18,window,text,33,37,0.10364991426467896,-0.19193989038467407
18,window,text,37,41,0.11249858140945435,-0.18925827741622925
18,window,text,41,45,0.0022433996200561523,-0.03234368562698364
18,window,text,45,49,-0.03980022668838501,0.021909654140472412
18,window,audio,1,5,-0.006448507308959961,-0.0016069412231445312
18,window,audio,5,9,-0.0056247711181640625,-0.0030677318572998047
18,window,audio,9,13,0.00015038251876831055,-0.011486470699310303
18,window,audio,13,17,0.0012146234512329102,-0.024463236331939697
18,window,audio,17,21,-0.005317330360412598,-0.00449901819229126
18,window,audio,21,25,-0.00253373384475708,-0.0035563111305236816
18,window,audio,25,29,-0.010062873363494873,0.010393738746643066
18,window,audio,29,33,0.006136298179626465,-0.014593243598937988
18,window,audio,33,37,0.007461130619049072,-0.00805896520614624
18,window,audio,37,41,-0.00019747018814086914,-0.00040853023529052734
18,window,audio,41,45,-0.0023975372314453125,6.198883056640625e-05
18,window,audio,45,49,-0.0015192031860351562,-0.0032044053077697754
18,window,vision,1,5,0.0020666122436523438,-0.0027803778648376465
18,window,vision,5,9,0.002615213394165039,-0.0036422014236450195
18,window,vision,9,13,0.006092190742492676,-0.013205111026763916
18,window,vision,13,17,0.015465319156646729,-0.038139402866363525
18,window,vision,17,21,0.011796653270721436,-0.024273812770843506
18,window,vision,21,25,0.005820512771606445,-0.011920750141143799
18,window,vision,25,29,0.0025418996810913086,-0.008697926998138428
18,window,vision,29,33,0.026870906352996826,-0.04645043611526489
18,window,vision,33,37,0.007954716682434082,-0.026654720306396484
18,window,vision,37,41,0.007664084434509277,-0.012307286262512207
18,window,vision,41,45,0.00710749626159668,-0.013173878192901611
18,window,vision,45,49,0.0010443925857543945,-0.004806697368621826
19,modality,text,-1,-1,0.34764713048934937,0.6979662775993347
19,modality,audio,-1,-1,0.08434545993804932,0.18422120809555054
19,modality,vision,-1,-1,0.07729649543762207,0.2092881202697754
19,window,text,1,5,0.368041455745697,0.825808048248291
19,window,text,5,9,-0.02555525302886963,-0.06159961223602295
19,window,text,9,13,0.02199244499206543,0.05394184589385986
19,window,text,13,17,0.06658756732940674,0.17741036415100098
19,window,text,17,21,-0.030775785446166992,-0.1412808895111084
19,window,text,21,25,0.011523663997650146,0.0688178539276123
19,window,text,25,29,0.01858288049697876,0.06303548812866211
19,window,text,29,33,-0.010735869407653809,-0.046883583068847656
19,window,text,33,37,0.0353546142578125,0.11658978462219238
19,window,text,37,40,-0.021608710289001465,-0.10861241817474365
19,window,audio,1,5,0.03965640068054199,0.07412362098693848
19,window,audio,5,9,-0.000623166561126709,-0.00409698486328125
19,window,audio,9,13,-5.751848220825195e-05,0.0017502307891845703
19,window,audio,13,17,0.005352020263671875,0.017363548278808594
19,window,audio,17,21,0.003161489963531494,0.004033446311950684
19,window,audio,21,25,0.010216057300567627,0.041042327880859375
19,window,audio,25,29,0.0023700594902038574,0.008620977401733398
19,window,audio,29,33,0.0025745034217834473,0.0093308687210083
19,window,audio,33,37,0.00439143180847168,0.012956023216247559
