sample_id,kind,modality,start_index,end_index_exclusive,delta_target_probability,delta_score
14,window,text,17,21,0.1356346607208252,-0.16090047359466553
14,window,text,21,25,0.09940201044082642,-0.1207287609577179
14,window,text,25,29,0.03926277160644531,-0.012822538614273071
14,window,text,29,33,0.10610556602478027,-0.11506232619285583
14,window,text,33,36,0.008477270603179932,0.0014844536781311035
14,window,audio,1,5,-0.010327398777008057,0.02873861789703369
14,window,audio,5,9,-0.01807427406311035,0.032860204577445984
14,window,audio,9,13,-0.006574749946594238,0.025955796241760254
14,window,audio,13,17,-6.157159805297852e-05,-0.0008834302425384521
14,window,audio,17,21,0.0023444294929504395,-0.005315423011779785
14,window,audio,21,25,0.0136527419090271,-0.016402214765548706
14,window,audio,25,29,0.01562190055847168,-0.03509485721588135
14,window,audio,29,33,0.00973421335220337,-0.02488178014755249
14,window,audio,33,36,0.006579160690307617,-0.019953936338424683
14,window,vision,1,5,-0.024868786334991455,0.05243809521198273
14,window,vision,5,9,-0.017123281955718994,0.034958988428115845
14,window,vision,9,13,-0.017132461071014404,0.036370038986206055
14,window,vision,13,17,-0.0040721893310546875,0.019796818494796753
14,window,vision,17,21,0.0038703083992004395,0.012043848633766174
14,window,vision,21,25,0.0075032711029052734,0.004578620195388794
14,window,vision,25,29,-0.0016875863075256348,0.02071337401866913
14,window,vision,29,33,0.012384235858917236,0.0034286081790924072
14,window,vision,33,36,-0.004475235939025879,0.027995914220809937
15,modality,text,-1,-1,0.4680621325969696,0.667128324508667
15,modality,audio,-1,-1,0.22826814651489258,0.3465428352355957
15,modality,vision,-1,-1,0.0059413909912109375,0.09168672561645508
15,window,text,1,5,0.32704249024391174,0.5093275308609009
15,window,text,5,9,0.1255197525024414,0.12732797861099243
15,window,text,9,13,-0.006712794303894043,-0.02628415822982788
15,window,text,13,17,0.047323524951934814,0.11041998863220215
15,window,text,17,21,0.07398360967636108,0.2148866057395935
15,window,text,21,22,0.06550067663192749,0.12209427356719971
15,window,audio,1,5,0.01107090711593628,0.02747344970703125
15,window,audio,5,9,-0.0012091398239135742,-0.013059139251708984
15,window,audio,9,13,0.03236711025238037,0.033265113830566406
15,window,audio,13,17,0.03739136457443237,0.06366562843322754
15,window,audio,17,21,0.07933849096298218,0.18216931819915771
15,window,audio,21,22,0.00801318883895874,0.020888566970825195
15,window,vision,1,5,-0.01509171724319458,-0.024467408657073975
15,window,vision,5,9,-0.007227003574371338,0.0009116530418395996
15,window,vision,9,13,-0.0021055936813354492,0.01030188798904419
15,window,vision,13,17,-0.014784455299377441,-0.02443838119506836
15,window,vision,17,21,0.03336071968078613,0.08492988348007202
15,window,vision,21,22,0.01235353946685791,0.03639853000640869
16,modality,text,-1,-1,0.5717446804046631,-2.3950374126434326
16,modality,audio,-1,-1,-5.823373794555664e-05,-0.04201936721801758
16,modality,vision,-1,-1,0.0011374354362487793,-0.08223724365234375
16,window,text,1,5,0.0018492937088012695,-0.0502622127532959
16,window,text,5,9,0.005814611911773682,-0.28994131088256836
16,window,text,9,12,0.007444858551025391,-0.47864866256713867
16,window,audio,1,5,0.0001646280288696289,-0.023557662963867188
16,window,audio,5,9,-0.0002988576889038086,0.0018527507781982422
16,window,audio,9,12,0.00010335445404052734,-0.017871856689453125
16,window,vision,1,5,0.0002071857452392578,-0.017326831817626953
16,window,vision,5,9,0.0005195140838623047,-0.0391845703125
16,window,vision,9,12,0.0002257227897644043,-0.018530845642089844
17,modality,text,-1,-1,0.7477456331253052,1.8605533838272095
17,modality,audio,-1,-1,0.00012665987014770508,-0.07559609413146973
17,modality,vision,-1,-1,0.010485410690307617,0.2918274402618408
17,window,text,1,5,-0.001263737678527832,-0.04815375804901123
17,window,text,5,9,0.009422838687896729,0.15446019172668457
17,window,text,9,13,0.013617098331451416,0.3434281349182129
17,window,text,13,17,0.013701021671295166,0.2994987964630127
17,window,text,17,21,0.001707613468170166,0.04708707332611084
17,window,text,21,25,0.0012874603271484375,0.04139578342437744
17,window,audio,1,5,0.0002372264862060547,0.005556702613830566
17,window,audio,5,9,-0.0002612471580505371,-0.0172044038772583
17,window,audio,9,13,-0.00010633468627929688,-0.022853493690490723
17,window,audio,13,17,0.0006673932075500488,-0.007416486740112305
17,window,audio,17,21,-0.00014084577560424805,-0.01918959617614746
17,window,audio,21,25,-0.00022846460342407227,-0.011469244956970215
17,window,vision,1,5,0.00028437376022338867,0.017165422439575195
17,window,vision,5,9,0.0021188855171203613,0.061817049980163574
17,window,vision,9,13,0.0022385120391845703,0.09481346607208252
17,window,vision,13,17,0.0019643306732177734,0.06526851654052734
17,window,vision,17,21,0.00016945600509643555,-0.0003744363784790039
17,window,vision,21,25,-0.0002409815788269043,-0.005896449089050293
18,modality,text,-1,-1,0.19936367869377136,-0.2936360239982605
18,modality,audio,-1,-1,0.0034332871437072754,-0.07958924770355225
18,modality,vision,-1,-1,-0.06663036346435547,-0.21675586700439453
18,window,text,1,5,0.017075538635253906,-0.034427255392074585
18,window,text,5,9,0.08380088210105896,0.03963363170623779
18,window,text,9,13,-0.02290952205657959,-0.08325472474098206
18,window,text,13,17,0.021095216274261475,0.008457064628601074
18,window,text,17,21,0.11773490905761719,0.11132305860519409
18,window,text,21,25,0.04614144563674927,0.036143481731414795
18,window,text,25,29,0.00027811527252197266,-0.07941290736198425
18,window,text,29,33,-0.09389388561248779,-0.21047240495681763
18,window,text,33,37,-0.028889954090118408,-0.12733441591262817
18,window,text,37,41,-0.07013654708862305,-0.18311533331871033
18,window,text,41,45,0.07128748297691345,0.043463051319122314
18,window,text,45,49,0.03842589259147644,0.020948946475982666
18,window,audio,1,5,0.005276799201965332,-0.005060434341430664
18,window,audio,5,9,0.006160557270050049,-0.00420716404914856
18,window,audio,9,13,0.0027000904083251953,-0.010789871215820312
18,window,audio,13,17,-0.0023433566093444824,-0.017183512449264526
18,window,audio,17,21,0.007196664810180664,-0.0021480917930603027
18,window,audio,21,25,0.008844077587127686,0.005525112152099609
18,window,audio,25,29,-0.0027594566345214844,-0.008026272058486938
18,window,audio,29,33,-0.0005903244018554688,-0.006306052207946777
18,window,audio,33,37,-0.009110808372497559,-0.006246984004974365
18,window,audio,37,41,-0.0059836506843566895,-0.008945167064666748
18,window,audio,41,45,-0.008722662925720215,-0.006793975830078125
18,window,audio,45,49,0.0012296438217163086,-0.005126237869262695
18,window,vision,1,5,-0.00020331144332885742,-0.002751469612121582
18,window,vision,5,9,0.002377748489379883,7.325410842895508e-05
18,window,vision,9,13,-0.0020104646682739258,-0.00844147801399231
18,window,vision,13,17,-0.0037616491317749023,-0.013372480869293213
18,window,vision,17,21,-0.005961120128631592,-0.014036417007446289
18,window,vision,21,25,-0.010509788990020752,-0.013165831565856934
18,window,vision,25,29,-0.015046238899230957,-0.035160064697265625
18,window,vision,29,33,-0.02982419729232788,-0.0582146942615509
18,window,vision,33,37,-0.009580850601196289,-0.025529146194458008
18,window,vision,37,41,-0.0033472776412963867,-0.016160011291503906
18,window,vision,41,45,-0.007474660873413086,-0.023971855640411377
18,window,vision,45,49,0.0005257725715637207,-0.005482971668243408
19,modality,text,-1,-1,-0.12326973676681519,0.031609296798706055
19,modality,audio,-1,-1,0.069610595703125,0.10566139221191406
19,modality,vision,-1,-1,0.19106841087341309,0.40601617097854614
19,window,text,1,5,0.20485076308250427,0.3683018684387207
19,window,text,5,9,-0.12349390983581543,-0.09022128582000732
19,window,text,9,13,0.008275091648101807,0.026796340942382812
19,window,text,13,17,0.06406700611114502,0.13509440422058105
19,window,text,17,21,-0.10710173845291138,-0.14281785488128662
19,window,text,21,25,-0.0025187134742736816,0.04366946220397949
19,window,text,25,29,-0.01375037431716919,0.014156341552734375
19,window,text,29,33,-0.15774857997894287,-0.17326819896697998
19,window,text,33,37,0.12341815233230591,0.19292593002319336
19,window,text,37,40,0.0020343661308288574,-0.04153585433959961
19,window,audio,1,5,0.03492528200149536,0.054175496101379395
19,window,audio,5,9,-0.0009651780128479004,-0.0014600157737731934
19,window,audio,9,13,-0.01480478048324585,-0.016458094120025635
19,window,audio,13,17,0.008190035820007324,0.0188523530960083
19,window,audio,17,21,-0.005622446537017822,-0.004541993141174316
