sample_id,kind,modality,start_index,end_index_exclusive,delta_target_probability,delta_score
19,window,audio,21,25,0.018047571182250977,0.028624534606933594
19,window,audio,25,29,0.004437685012817383,0.007472515106201172
19,window,audio,29,33,0.016421198844909668,0.015137553215026855
19,window,audio,33,37,0.0034837722778320312,0.0007063150405883789
19,window,audio,37,40,0.0002377033233642578,-0.006765305995941162
19,window,vision,1,5,0.07530808448791504,0.1429687738418579
19,window,vision,5,9,-0.0001055598258972168,0.006413698196411133
19,window,vision,9,13,-0.013014495372772217,-0.0105360746383667
19,window,vision,13,17,0.0012895464897155762,0.0197904109954834
19,window,vision,17,21,0.024478495121002197,0.051462531089782715
19,window,vision,21,25,0.025309383869171143,0.045229554176330566
19,window,vision,25,29,0.0008434057235717773,0.006621122360229492
19,window,vision,29,33,0.016170799732208252,0.02735811471939087
19,window,vision,33,37,0.033984243869781494,0.05526512861251831
19,window,vision,37,40,0.006302833557128906,0.005295753479003906
20,modality,text,-1,-1,0.3266681432723999,0.6707675457000732
20,modality,audio,-1,-1,0.014663338661193848,0.04209578037261963
20,modality,vision,-1,-1,0.12780535221099854,0.498640239238739
20,window,text,1,5,0.007952630519866943,0.08494985103607178
20,window,text,5,9,0.01605391502380371,0.06454360485076904
20,window,text,9,13,-0.011733770370483398,-0.09338724613189697
20,window,text,13,17,0.002827942371368408,0.014304757118225098
20,window,text,17,21,-0.008105456829071045,-0.07069432735443115
20,window,text,21,25,-0.0045462846755981445,-0.07512128353118896
20,window,text,25,29,-0.003293275833129883,-0.02263033390045166
20,window,text,29,33,-0.01703399419784546,-0.09106838703155518
20,window,text,33,37,0.0023773908615112305,-0.0026024580001831055
20,window,text,37,41,0.010337650775909424,0.04451167583465576
20,window,text,41,44,0.021259307861328125,0.1422114372253418
20,window,audio,1,5,0.0014630556106567383,0.012441754341125488
20,window,audio,5,9,0.0027431249618530273,0.015662670135498047
20,window,audio,9,13,-0.0006088614463806152,-0.0072400569915771484
20,window,audio,13,17,-0.002002418041229248,-0.020154953002929688
20,window,audio,17,21,-0.00035750865936279297,-0.005810737609863281
20,window,audio,21,25,0.0024593472480773926,0.016414284706115723
20,window,audio,25,29,0.0012368559837341309,0.0070416927337646484
20,window,audio,29,33,-0.0006324052810668945,-0.00347745418548584
20,window,audio,33,37,0.0010848641395568848,0.0012619495391845703
20,window,audio,37,41,0.005139470100402832,0.010442376136779785
20,window,audio,41,44,0.0017796158790588379,0.0150526762008667
20,window,vision,1,5,0.004784524440765381,0.04679703712463379
20,window,vision,5,9,0.010550856590270996,0.07473289966583252
20,window,vision,9,13,0.0056844353675842285,0.04474747180938721
20,window,vision,13,17,0.005500316619873047,0.04882943630218506
20,window,vision,17,21,0.01014620065689087,0.09121012687683105
20,window,vision,21,25,0.009915709495544434,0.08421170711517334
20,window,vision,25,29,0.002241194248199463,0.01762104034423828
20,window,vision,29,33,0.0002275705337524414,-0.0016164779663085938
20,window,vision,33,37,0.0008221864700317383,-0.0017315149307250977
20,window,vision,37,41,0.0034883618354797363,-0.00040793418884277344
20,window,vision,41,44,0.00294572114944458,0.013224482536315918
